class,left_elbow,right_elbow,left_shoulder,right_shoulder,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,left_arm_raise,right_arm_raise,torso_lean,lwrist_rel_x,lwrist_rel_y,lwrist_rel_z,rwrist_rel_x,rwrist_rel_y,rwrist_rel_z,lhand_rel_x,lhand_rel_y,rhand_rel_x,rhand_rel_y,lfoot_rel_x,lfoot_rel_y,rfoot_rel_x,rfoot_rel_y,shoulder_tilt,hip_tilt,stance_width,facing_direction
crown_thrust_correct,118.49525521569993,149.20553002432047,77.10825618494394,72.56087827163266,143.12229846783515,100.90660958152974,139.3600795559994,144.55188576782075,160.33082564049937,171.70906764472133,102.94058063617932,92.92143326732453,129.7218880466977,94.22711104569298,173.9601521619156,-0.21492571383714676,0.038184791803359985,-0.22710277140140533,-0.45428770780563354,0.09361156821250916,-0.056301865726709366,-0.21296636608894914,-0.45415760623291135,-0.5483783021336421,-0.522778854239732,-0.4362223580246791,0.7381560350768268,0.23440225573722273,0.6162160779349506,0.12489250302314758,0.021227923221886158,0.560902863740921,-0.3082444742321968
crown_thrust_correct,123.77322809574702,151.75528234571345,74.87446665993168,71.07875616068375,145.9228045760489,102.37596947947824,141.02022793108904,142.20288758443212,164.8696576268351,170.29275587186902,105.97465351674745,99.75405572928426,128.6351158477371,93.85388785559854,170.95147081749798,-0.20732411742210388,0.06308552622795105,-0.22622470557689667,-0.4411773681640625,0.14988312125205994,-0.07917899638414383,-0.24449722794815898,-0.4275419651530683,-0.5859996262006462,-0.44763984670862556,-0.4041265728883445,0.77230683574453,0.2781052109785378,0.5812315703369677,0.10416564345359802,0.01714226510375738,0.5576131045818329,-0.2992350161075592
crown_thrust_correct,170.85972553598222,108.60876005065055,98.82628596187868,46.67730242906576,132.7040354869433,156.3931430454072,164.7825400484795,124.97015489575317,155.63401441179292,138.50194325502295,121.3090257413947,107.31072348754239,121.26587731377779,113.62457139768881,163.17267882446745,0.4505901634693146,0.10639899969100952,-0.027552828192710876,0.16697760671377182,0.1210273802280426,-0.3097340390086174,0.710404371842742,-0.41905304440297186,0.3265427704900503,-0.4806579614523798,-0.39242216385900974,0.6299490665551275,0.3976191636174917,0.7249960040207952,0.01642414927482605,-0.008374461438506842,0.6875371932983398,0.20663391798734665
crown_thrust_correct,104.44838460193382,146.3596646200347,66.61098271085618,60.595527778701836,147.5548182252069,106.13521086564076,142.6194434106798,143.18755672256833,164.69668399226626,174.93001003787077,105.69917224527208,98.09198328577637,131.31803906422468,85.49002155299078,176.13118118098322,-0.19195726700127125,0.05847170948982239,-0.1915971338748932,-0.3991940915584564,0.1604365110397339,-0.12167749926447868,-0.18297411873936653,-0.4213621634989977,-0.4891258515417576,-0.4374695736914873,-0.4541780985891819,0.7494766395539045,0.23000642284750938,0.5905330460518599,0.12613233923912048,0.020046625286340714,0.5539534986019135,-0.2902095466852188
crown_thrust_correct,171.32246971782587,129.71992403826346,88.21048896931812,55.677488116239275,135.65566171940938,141.24884752499528,158.8358982915206,146.0672076287899,159.31223207139843,146.65885722194926,130.6935892881553,100.32625680346005,125.9068830378685,123.10674286513242,166.9372672120177,0.4436282217502594,-0.050247371196746826,0.0732155442237854,0.17978812754154205,0.08311012387275696,-0.35933777689933777,0.4068809519521892,-0.6030363899189979,0.05629935069009662,-0.5319202404934913,-0.09518977301195264,0.7177589077036828,0.525395370554179,0.6022238272707909,-0.013476073741912842,0.0013608834706246853,0.523763433098793,0.21690942347049713
crown_thrust_correct,124.0957764582847,150.6850502681696,77.35071202118067,74.12577397780379,148.28168732822402,104.66444354638055,139.3941476929754,143.67183036852114,162.71661694231005,173.61887476036168,101.444095845935,97.44278166106598,131.82566900667643,93.22499602635072,177.57175149162387,-0.20096904039382935,0.02464994788169861,-0.24047763645648956,-0.4634583592414856,0.04891461133956909,-0.0797477439045906,-0.16603764239698648,-0.47289768559858203,-0.5098985517397523,-0.5744319926016033,-0.5187738025560975,0.6634142627008259,0.1793388044461608,0.6302444566972554,0.12196385860443115,0.01756595727056265,0.5884446352720261,-0.3050779104232788
crown_thrust_correct,173.94093650864306,104.9340165312161,96.84011006549764,50.65881905246214,130.01573110433617,155.26264699890106,163.2830207603818,132.51546580233844,159.3294957300705,143.8337033397624,114.52732426931848,101.76222186431836,123.37907148050131,119.65318249785388,165.94735032820856,0.4167817234992981,0.07740923762321472,0.07766060531139374,0.14128944277763367,0.11792892217636108,-0.27414470911026,0.6187826582463458,-0.4609272714005783,0.277375299599953,-0.4836558635579422,-0.33163897308986634,0.6270848278654739,0.35647891846019775,0.7324325208319351,-0.00035685300827026367,-0.014023114228621125,0.5944085419178009,0.2015787810087204
crown_thrust_correct,176.40617435498967,128.1650119910642,107.91412870488699,62.93701990414455,108.79738617406304,151.51728449598247,160.79665510489238,128.15205391530117,162.13953097696665,138.0156737901166,122.57160266593266,93.98586357285247,137.8939709789644,132.52959092472557,173.28433184156256,0.3621778190135956,-0.052016377449035645,0.11144864559173584,0.1040453389286995,0.06468993425369263,-0.378507636487484,0.4964754544198513,-0.6172985683660954,0.17843064293265343,-0.5795200716238469,-0.23918095603585243,0.6589396942872554,0.4064798913896084,0.620655630948022,0.034779369831085205,-0.013270254712551832,0.5515424311161041,0.20525994151830673
crown_thrust_correct,129.03188204300443,149.4225838771743,78.51749144118291,72.47281817746092,137.7556607876767,98.17704058578626,144.46168780794596,140.32272852582506,162.8264335657514,174.0967808296042,100.07515071168596,99.26332359797647,140.56924066439504,98.67005483551658,177.58095859845233,-0.18925640732049942,0.03921458125114441,-0.26418934762477875,-0.42122441716492176,0.03894835710525513,0.02139139175415039,-0.14957862842129543,-0.46584085118956864,-0.4526976917986758,-0.5969103027600795,-0.449876097321976,0.6765083621721715,0.1904595370288007,0.5963951896410435,0.12057197093963623,0.013700986746698618,0.5305984169244766,-0.3159817308187485
crown_thrust_correct,163.0026300026461,100.7634028282884,86.633947364149,49.40362940912401,111.57640555099341,152.077376217106,154.49380635499833,135.3572095805507,154.17615315983474,145.2877288066396,118.05689193989959,95.9579751402198,99.83833463724079,126.23543781622563,167.051632574007,0.3968120813369751,0.09074270725250244,-0.030395127832889557,0.11775583028793335,0.10849803686141968,-0.33513499796390533,0.5540742196608335,-0.4333613358612638,0.2664380290079862,-0.505368306505261,-0.33510843734256923,0.6197650886897463,0.33873712201602757,0.7288806296710391,0.025746017694473267,-0.00977120961761102,0.5826172232627869,0.23939624428749084
